JSM,ENDERECO,BAIRRO,CEP,TELEFONE,MUNICIPIO_JSM,UF_JSM
"15/109 - FAXINAL","AVENIDA BRASIL 1340 FAXINAL PR CEP- 86840000","CENTRO",,"(43)34613183","FAXINAL","PR"
"19/8 - BOQUIM","PRAÇA  DR JOSÉ MARIA DE PAIVA MELO, Nº  26","CENTRO","49360000","3645-1919","BOQUIM","SE"
"14/161 - TEJUPA","RUA ALEXANDRE ABSY, Nº 573","CENTRO","18830000","33853208 e 996856224","TEJUPA","SP"
"15/174 - INACIO MARTINS","RUA SETE DE SETEMBRO 332 -","CENTRO",,"42 36678023","INACIO MARTINS","PR"
"15/242 - PITANGA",".RUA XV DE NOVEMBRO S/Nº",".VILA SANTANA",,"36465698 /99028237","PITANGA","PR"
"15/247 - PALMITAL","RUA MAXIMILIANO VICENTIN, 1050","CENTRO",,"42 3657.1938","PALMITAL","PR"
"15/116 - ENGENHEIRO BELTRAO","R MANOEL RIBAS, 160","CENTRO",,"(44)35378100","ENGENHEIRO BELTRAO","PR"
"15/117 - GOIOERE","AV AMAZONAS, 280 - COIOERE-PR. CEP 87360000","JD LINDÓIA",,"4435218947","GOIOERE","PR"
"15/118 - IRETAMA","R OSCAR GAUER KHUNN, 174. IRETAMA-PR. CEP:87280000","CENTRO",,"4435731536","IRETAMA","PR"
"15/333 - NOVA LARANJEIRAS","RUA RIO GRANDE DO SUL, 2122","CENTRO",,"36371148","NOVA LARANJEIRAS","PR"
"15/200 - BARBOSA FERRAZ","RUA RIO GRANDE DO SUL N 705","CENTRO",,"44 32752569","BARBOSA FERRAZ","PR"
"15/354 - CANDOI","AV  XV DE NOVEMBRO, 1761","CENTRO",,"(42) 36381707","CANDOI","PR"
"15/207 - QUINTA DO SOL","  PRAÇA SOLANGE MARQUES 259 C.P 81 QUINTA DO SOL-PR. CEP 87265000",".CENTRO",,"44 35671313","QUINTA DO SOL","PR"
"15/320 - NOVA TEBAS","AV BELO HORIZONTE, 695","CENTRO",,"36431109","NOVA TEBAS","PR"
"15/392 - RESERVA DO IGUACU","AVENIDA 04 DE SETEMBRO - 614","CENTRO",,"(42) 36518023","RESERVA DO IGUACU","PR"
"15/345 - FAROL","RUA BAHIA, 880, FAROL - PR, 87325-000","CENTRO",,"44 35631101","FAROL","PR"
"15/395 - QUARTO CENTENARIO","AV PAULO REGIS MOLEIRO, 222","CENTRO","87365000","44 35461368","QUARTO CENTENARIO","PR"
"15/356 - RANCHO ALEGRE DOESTE","AV PARANA, S/N","CENTRO",,"35561310","RANCHO ALEGRE D'OESTE","PR"
"10/265 - ROLADOR","AV. JOÃO BATISTA 700","CENTRO",,"(55)36147080","ROLADOR","RS"
"99/170 - CANADA - CONSULADO EM VANCOUVER",,,,,"EXTERIOR","KK"
"11/291 - OLHOS D AGUA","RUA JOÃO PRAES, Nº 3","CENTRO","39398000","32517112","OLHOS-D'AGUA","MG"
"17/89 - CAEM","PRAÇA DESEMBARGADOR SOUZA DIAS, 82","CENTRO",,"74 3636-2012  999389550","CAEM","BA"
"17/90 - CALDEIRAO GRANDE","RUA JOÃO GAMA, 36","CENTRO",,"74 3634-2263  981012023","CALDEIRAO GRANDE","BA"
"17/99 - MIRANGABA","AV JONAS CARVALHO, 125","CENTRO","44745000","74 3630-2125  74  98123-1329","MIRANGABA","BA"
"17/235 - ITATIM","RUA JOSEMAR DA SILVA,  SN","CENTRO","46875000","34522260","ITATIM","BA"
"17/104 - VARZEA DO POCO","RUA NABOR LIMA RIOS","CENTRO","44715000","74 3639-2540  99964-4769","VARZEA DO POCO","BA"
"17/215 - PINTADAS","RUA SETE DE SETEMBRO, Nº.44","CENTRO",,"75 3693-2154 981704538","PINTADAS","BA"
"17/128 - SANTA BARBARA","PRAÇA CLODOALDO CAMPOS, Nº 26","CENTRO","44150000","75 3236-6000 99857-0054","SANTA BARBARA","BA"
"17/202 - CAPIM GROSSO","PRAÇA NOVE DE MAIO, S/N","NOVO HORIZONTE",,"74 9117-4947","CAPIM GROSSO","BA"
"17/207 - GAVIAO","RUA JOAQUIM CARDOSO DE SOUZA, S/N","CENTRO","44650000","75 3682-2337","GAVIAO","BA"
"17/219 - VARZEA NOVA","BR 468, S/N","CENTRO","44690000","74 3659-2125  98828-0115","VARZEA NOVA","BA"
"17/232 - QUIXABEIRA","RUA JOEL SANTOS CUNHA S/N","CENTRO",,"74 3676-1026 981262340","QUIXABEIRA","BA"
"17/233 - SAO JOSE DO JACUIPE","AV JOSÉ VILARONGA RIOS, S/N","CENTRO",,"74 3675-1157 98126-4450","SAO JOSE DO JACUIPE","BA"
"17/123 - IPIRA","CENTRO ADMINISTRATIVO BA052 ESTRADA DO FEIJAO KM 86","CENTRO","44600000","75 3254-1394 99112-8686","IPIRA","BA"
"99/209 - TAIWAN - ESCRITORIO COMERCIAL EM TAIPE","2F, NO. 45, DEXING WEST ROAD, SHIHLIN DISTRICT","TAIPÉ","11258","886228389705","EXTERIOR","KK"
"16/133 - PINHEIRO PRETO","AV. MARECHAL COSTA E SILVA, 111","CENTRO",,"35622000","PINHEIRO PRETO","SC"
"15/71 - ASSAI","RUA CONRADO  MEDEIROS, 42, ASSAÍ - PR, CEP 86220-000","CENTRO",,"32621223","ASSAI","PR"
"15/94 - CENTENARIO DO SUL","RUA NOSSA SENHORA DO ROCIO S/N - TERMINAL RODOVIÁRIO","CENTRO",,"36751283","CENTENARIO DO SUL","PR"
"17/41 - SANTANOPOLIS","RUA XV DE NOVEMBRO, Nº38","CENTRO","44260000","75 3694-2141 75981909209","SANTANOPOLIS","BA"
"25/167 - CHOROZINHO","AV. RAIMUNDO SIMPLICIO DE CARVLHO, S/N","CENTRO, CHOROZINHO-CE",,"(85)33191163,(85) 991776202","CHOROZINHO","CE"
"99/119 - CHILE - CONSULADO EM SANTIAGO","LOS MILITARES 6191 1 ANDAR","LAS CONDES",,"5628205800","EXTERIOR","KK"
"5/206 - GAVIAO PEIXOTO","AVENIDA PARANÁ, 400","JD BRASIL","14813000","(16) 3308-1345","GAVIAO PEIXOTO","SP"
"30/2 - AGUA CLARA","AVENIDA JULIO MAIA Nº 1030 -  MSRODOVIA BR 262, KM 135 ","CENTRO",,"67 32391130","AGUA CLARA","MS"
"2/132 - BARRA DO PIRAI","RUA BARAO DO RIO BONITO, 106","CENTRO",,"(24)24431066","BARRA DO PIRAI","RJ"
"2/140 - ENGENHEIRO PAULO DE FRONTIN","PRACA ROGER MALHARDES - S/N","CENTRO","26650000",,"ENGENHEIRO PAULO DE FRONTIN","RJ"
"27/197 - BACABEIRA","AV. JOSÉ DA SILVA CALVET, S/N","CENTRO",,"(98)988877422","BACABEIRA","MA"
"25/31 - CARIRE","RUA DOUTOR JOSÉ TELES, NÚMERO: 401, QUADRA: 115 ","AÇUDE NOVO","62184000","(88) 36461212","CARIRE","CE"
"4/7 - SAO PAULO (SAO MIGUEL PAULISTA)","Rua Dona Ana Flora Pinheiro de Sousa, 76","Vila Jacuí",,"(011) 2297-0725","SAO PAULO","SP"
"26/222 - SEBASTIAO LEAL","RUA SÃO JOSÉ, 56","CENTRO",,"(89)994309207","SEBASTIAO LEAL","PI"
"1/1 - R JANEIRO CENTRO",,,,,"RIO DE JANEIRO","RJ"
"1/2 - R JANEIRO LEBLON",,,,,"RIO DE JANEIRO","RJ"
"1/3 - R JANEIRO RAMOS",,,,,"RIO DE JANEIRO","RJ"
"1/4 - R JANEIRO TIJUCA",,,,,"RIO DE JANEIRO","RJ"
"1/5 - R JANEIRO MADUREIRA",,,,,"RIO DE JANEIRO","RJ"
"1/6 - R JANEIRO JACAREPAGUA",,,,,"RIO DE JANEIRO","RJ"
"1/7 - R JANEIRO ANCHIETA",,,,,"RIO DE JANEIRO","RJ"
"1/8 - R JANEIRO BANGU",,,,,"RIO DE JANEIRO","RJ"
"1/9 - R JANEIRO C GRANDE",,,,,"RIO DE JANEIRO","RJ"
"1/10 - R JANEIRO S CRISTOVAO",,,,,"RIO DE JANEIRO","RJ"
"1/11 - R JANEIRO I GOVERNADOR",,,,,"RIO DE JANEIRO","RJ"
"1/12 - R JANEIRO V ISABEL",,,,,"RIO DE JANEIRO","RJ"
"1/13 - R JANEIRO INHAUMA",,,,,"RIO DE JANEIRO","RJ"
"1/15 - R JANEIRO E NOVO",,,,,"RIO DE JANEIRO","RJ"
"1/25 - ITAGUAI",,,,,"ITAGUAI","RJ"
"1/26 - MANGARATIBA",,,,,"MANGARATIBA","RJ"
"1/27 - VOLTA REDONDA",,,,,"VOLTA REDONDA","RJ"
"1/28 - RESENDE",,,,,"RESENDE","RJ"
"1/29 - BARRA MANSA",,,,,"BARRA MANSA","RJ"
"1/30 - RIO CLARO",,,,,"RIO CLARO","RJ"
"1/31 - NOVA IGUACU",,,,,"NOVA IGUACU","RJ"
"1/32 - BARRA DO PIRAI",,,,,"BARRA DO PIRAI","RJ"
"1/33 - PIRAI",,,,,"PIRAI","RJ"
"1/34 - RIO DAS FLORES",,,,,"RIO DAS FLORES","RJ"
"1/35 - VALENCA",,,,,"VALENCA","RJ"
"1/36 - DUQUE DE CAXIAS",,,,,"DUQUE DE CAXIAS","RJ"
"1/37 - SAO JOAO DE MERITI",,,,,"SAO JOAO DE MERITI","RJ"
"1/38 - NILOPOLIS",,,,,"NILOPOLIS","RJ"
"1/39 - VASSOURAS",,,,,"VASSOURAS","RJ"
"1/40 - ENGENHEIRO PAULO FRONTIN",,,,,"ENGENHEIRO PAULO DE FRONTIN","RJ"
"1/41 - MENDES",,,,,"MENDES","RJ"
"1/42 - MIGUEL PEREIRA",,,,,"MIGUEL PEREIRA","RJ"
"1/43 - PARACAMBI",,,,,"PARACAMBI","RJ"
"1/44 - ANGRA DOS REIS",,,,,"ANGRA DOS REIS","RJ"
"1/45 - PARATI",,,,,"PARATY","RJ"
"1/46 - BELFORD ROXO",,,,,"BELFORD ROXO","RJ"
"1/47 - PATY DO ALFERES",,,,,"PATY DO ALFERES","RJ"
"1/48 - ITATIAIA",,,,,"ITATIAIA","RJ"
"1/49 - R JANEIRO LARANJEIRAS",,,,,"RIO DE JANEIRO","RJ"
"1/50 - QUEIMADOS",,,,,"QUEIMADOS","RJ"
"1/51 - QUATIS",,,,,"QUATIS","RJ"
"1/52 - JAPERI",,,,,"JAPERI","RJ"
"1/53 - R JANEIRO MARE",,,,,"RIO DE JANEIRO","RJ"
"1/54 - SEROPEDICA",,,,,"SEROPEDICA","RJ"
"1/55 - PORTO REAL",,,,,"PORTO REAL","RJ"
"1/56 - PINHEIRAL",,,,,"PINHEIRAL","RJ"
"1/57 - R JANEIRO PAVUNA",,,,,"RIO DE JANEIRO","RJ"
"2/161 - RIO DE JANEIRO GUARATIBA","ESTRADA DA MATRIZ, S/Nº","GUARATIBA","23025110","3313-3035","RIO DE JANEIRO","RJ"
"3/1 - VILA VELHA",,,,,"VILA VELHA","ES"
"3/2 - VITORIA",,,,,"VITORIA","ES"
"3/3 - BAIXO GUANDU",,,,,"BAIXO GUANDU","ES"
"3/4 - CARIACICA",,,,,"CARIACICA","ES"
"3/5 - ITAGUACU",,,,,"ITAGUACU","ES"
"3/6 - ITARANA",,,,,"ITARANA","ES"
"3/7 - SANTA LEOPOLDINA",,,,,"SANTA LEOPOLDINA","ES"
"3/8 - SANTA TERESA",,,,,"SANTA TERESA","ES"
"3/9 - APIACA",,,,,"APIACA","ES"
"3/10 - ATILIO VIVACQUA",,,,,"ATILIO VIVACQUA","ES"
"3/11 - CACHOEIRO DE ITAPEMIRIM",,,,,"CACHOEIRO DE ITAPEMIRIM","ES"
"3/12 - JERONIMO MONTEIRO",,,,,"JERONIMO MONTEIRO","ES"
"3/13 - MIMOSO DO SUL",,,,,"MIMOSO DO SUL","ES"
"3/14 - MUQUI",,,,,"MUQUI","ES"
"3/15 - COLATINA",,,,,"COLATINA","ES"
"3/16 - NOVA VENECIA",,,,,"NOVA VENECIA","ES"
"3/17 - PANCAS",,,,,"PANCAS","ES"
"3/18 - SAO GABRIEL DA PALHA",,,,,"SAO GABRIEL DA PALHA","ES"
"3/19 - ALFREDO CHAVES",,,,,"ALFREDO CHAVES","ES"
"3/20 - ANCHIETA",,,,,"ANCHIETA","ES"
"3/21 - GUARAPARI",,,,,"GUARAPARI","ES"
"3/22 - ICONHA",,,,,"ICONHA","ES"
"3/23 - ITAPEMIRIM",,,,,"ITAPEMIRIM","ES"
"3/24 - PIUMA",,,,,"PIUMA","ES"
"3/25 - PRESIDENTE KENNEDY",,,,,"PRESIDENTE KENNEDY","ES"
"3/26 - RIO NOVO DO SUL",,,,,"RIO NOVO DO SUL","ES"
"3/27 - ALEGRE",,,,,"ALEGRE","ES"
"3/28 - BOM JESUS DO NORTE",,,,,"BOM JESUS DO NORTE","ES"
"3/29 - DIVINO DE SAO LOURENCO",,,,,"DIVINO DE SAO LOURENCO","ES"
"3/30 - DORES DO RIO PRETO",,,,,"DORES DO RIO PRETO","ES"
"3/31 - GUACUI",,,,,"GUACUI","ES"
"3/32 - IUNA",,,,,"IUNA","ES"
"3/33 - SAO JOSE DO CALCADO",,,,,"SAO JOSE DO CALCADO","ES"
"3/34 - AFONSO CLAUDIO",,,,,"AFONSO CLAUDIO","ES"
"3/35 - CASTELO",,,,,"CASTELO","ES"
"3/36 - CONCEICAO DO CASTELO",,,,,"CONCEICAO DO CASTELO","ES"
"3/37 - DOMINGOS MARTINS",,,,,"DOMINGOS MARTINS","ES"
"3/38 - MUNIZ FREIRE",,,,,"MUNIZ FREIRE","ES"
"3/39 - VIANA",,,,,"VIANA","ES"
"3/40 - ARACRUZ",,,,,"ARACRUZ","ES"
"3/41 - FUNDAO",,,,,"FUNDAO","ES"
"3/42 - IBIRACU",,,,,"IBIRACU","ES"
"3/43 - LINHARES",,,,,"LINHARES","ES"
"3/44 - SERRA",,,,,"SERRA","ES"
"3/45 - BOA ESPERANCA",,,,,"BOA ESPERANCA","ES"
"3/46 - CONCEICAO DA BARRA",,,,,"CONCEICAO DA BARRA","ES"
"3/47 - MONTANHA",,,,,"MONTANHA","ES"
"3/48 - MUCURICI",,,,,"MUCURICI","ES"
"3/49 - PINHEIROS",,,,,"PINHEIROS","ES"
"3/50 - SAO MATEUS",,,,,"SAO MATEUS","ES"
"3/51 - BARRA DE SAO FRANCISCO",,,,,"BARRA DE SAO FRANCISCO","ES"
"3/52 - ECOPORANGA",,,,,"ECOPORANGA","ES"
"3/53 - MANTENOPOLIS",,,,,"MANTENOPOLIS","ES"
"3/54 - RIO BANANAL",,,,,"RIO BANANAL","ES"
"3/55 - IBATIBA",,,,,"IBATIBA","ES"
"3/56 - JAGUARE",,,,,"JAGUARE","ES"
"3/57 - MARILANDIA",,,,,"MARILANDIA","ES"
"3/58 - PEDRO CANARIO",,,,,"PEDRO CANARIO","ES"
"3/59 - AGUIA BRANCA",,,,,"AGUIA BRANCA","ES"
"3/60 - AGUA DOCE DO NORTE",,,,,"AGUA DOCE DO NORTE","ES"
"3/61 - ALTO RIO NOVO",,,,,"ALTO RIO NOVO","ES"
"3/62 - JOAO NEIVA",,,,,"JOAO NEIVA","ES"
"3/63 - LARANJA DA TERRA",,,,,"LARANJA DA TERRA","ES"
"3/64 - SANTA MARIA DE JETIBA",,,,,"SANTA MARIA DE JETIBA","ES"
"3/65 - VARGEM ALTA",,,,,"VARGEM ALTA","ES"
"3/66 - VENDA NOVA DO IMIGRANTE",,,,,"VENDA NOVA DO IMIGRANTE","ES"
"3/67 - IBITIRAMA",,,,,"IBITIRAMA","ES"
"3/68 - MARECHAL FLORIANO",,,,,"MARECHAL FLORIANO","ES"
"3/69 - SAO ROQUE",,,,,"SANTA TERESA","ES"
"3/70 - MARATAIZES",,,,,"MARATAIZES","ES"
"3/71 - SAO DOMINGOS DO NORTE",,,,,"SAO DOMINGOS DO NORTE","ES"
"3/72 - SOORETAMA",,,,,"SOORETAMA","ES"
"3/73 - IRUPI",,,,,"IRUPI","ES"
"3/74 - BREJETUBA",,,,,"BREJETUBA","ES"
"3/75 - PONTO BELO",,,,,"PONTO BELO","ES"
"3/76 - VILA PAVAO",,,,,"VILA PAVAO","ES"
"3/77 - VILA VALERIO",,,,,"VILA VALERIO","ES"
"4/2 - SAO PAULO (IPIRANGA)","Rua Breno Ferraz do Amaral","Vila Firmiano Pinto - IPIRANGA","04124020","11 20621156","SAO PAULO","SP"
"4/114 - SAO PAULO (SAO MATEUS)","AVENIDA RAGUEB CHOHFHI,1400","PARQUE SÃO LOURENÇO",,"(11) 2019-0303","SAO PAULO","SP"
"9/1 - AGUDO",,,,,"AGUDO","RS"
"9/2 - ANTA GORDA",,,,,"ANTA GORDA","RS"
"9/3 - ARROIO DO MEIO",,,,,"ARROIO DO MEIO","RS"
"9/4 - ARROIO DO TIGRE",,,,,"ARROIO DO TIGRE","RS"
"9/6 - ARVOREZINHA",,,,,"ARVOREZINHA","RS"
"9/7 - BAGE",,,,,"BAGE","RS"
"9/8 - BARROS CASSAL",,,,,"BARROS CASSAL","RS"
"9/9 - BOM RETIRO DO SUL",,,,,"BOM RETIRO DO SUL","RS"
"9/10 - CACAPAVA DO SUL",,,,,"CACAPAVA DO SUL","RS"
"9/11 - CACEQUI",,,,,"CACEQUI","RS"
"9/12 - NAOMETOQUE",,,,,"NAO-ME-TOQUE","RS"
"9/13 - CANDELARIA",,,,,"CANDELARIA","RS"
"9/14 - CARAZINHO",,,,,"CARAZINHO","RS"
"9/15 - CHAPADAS",,,,,"CHAPADA","RS"
"9/16 - COLORADO",,,,,"COLORADO","RS"
"9/17 - CONDOR",,,,,"CONDOR","RS"
"9/18 - CRUZ ALTA",,,,,"CRUZ ALTA","RS"
"9/19 - CRUZEIRO DO SUL",,,,,"CRUZEIRO DO SUL","RS"
"9/20 - DOM PEDRITO",,,,,"DOM PEDRITO","RS"
"9/21 - DONA FRANCISCA",,,,,"DONA FRANCISCA","RS"
"9/22 - ENCANTADO",,,,,"ENCANTADO","RS"
"9/23 - ESPUMOSO",,,,,"ESPUMOSO","RS"
"9/24 - ESTRELA",,,,,"ESTRELA","RS"
"9/25 - FAXINAL DO SOTURNO",,,,,"FAXINAL DO SOTURNO","RS"
"9/26 - FONTOURA XAVIER",,,,,"FONTOURA XAVIER","RS"
"9/27 - FORMIGUEIRO",,,,,"FORMIGUEIRO","RS"
"9/28 - GUAPORE",,,,,"GUAPORE","RS"
"9/30 - IBIRUBA",,,,,"IBIRUBA","RS"
"9/31 - ILOPOLIS",,,,,"ILOPOLIS","RS"
"9/33 - JULHO DE CASTILHO",,,,,"JULIO DE CASTILHOS","RS"
"9/34 - LAJEADO",,,,,"LAJEADO","RS"
"9/35 - LAVRAS DO SUL",,,,,"LAVRAS DO SUL","RS"
"9/36 - MATA",,,,,"MATA","RS"
"9/37 - MUCUM",,,,,"MUCUM","RS"
"9/38 - NOVA BRESCIA",,,,,"NOVA BRESCIA","RS"
"9/39 - NOVA PALMA",,,,,"NOVA PALMA","RS"
"9/40 - PANAMBI",,,,,"PANAMBI","RS"
"9/42 - PEJUCARA",,,,,"PEJUCARA","RS"
"9/43 - PINHEIRO MACHADO",,,,,"PINHEIRO MACHADO","RS"
"9/44 - PIRATINI",,,,,"PIRATINI","RS"
"9/45 - PUTINGA",,,,,"PUTINGA","RS"
"9/46 - RESTINGA SECA",,,,,"RESTINGA SECA","RS"
"9/47 - ROCA SALES",,,,,"ROCA SALES","RS"
"9/48 - SANTA BARBARA DO SUL",,,,,"SANTA BARBARA DO SUL","RS"
"9/49 - SANTA CRUZ DO SUL",,,,,"SANTA CRUZ DO SUL","RS"
"9/50 - SANTA MARIA",,,,,"SANTA MARIA","RS"
"9/51 - SANTANA DA BOA VISTA",,,,,"SANTANA DA BOA VISTA","RS"
"9/52 - SAO GABRIEL",,,,,"SAO GABRIEL","RS"
"9/53 - SAO PEDRO DO SUL",,,,,"SAO PEDRO DO SUL","RS"
"9/54 - SAO SEPE",,,,,"SAO SEPE","RS"
"9/55 - SAO VICENTE DO SUL",,,,,"SAO VICENTE DO SUL","RS"
"9/56 - SELBACH",,,,,"SELBACH","RS"
"9/57 - SERAFINA CORREA",,,,,"SERAFINA CORREA","RS"
"9/58 - SOBRADINHO",,,,,"SOBRADINHO","RS"
"9/59 - SOLEDADE",,,,,"SOLEDADE","RS"
"9/60 - TAVARESTAPERA",,,,,"TAVARES","RS"
"9/61 - TAQUARI",,,,,"TAQUARI","RS"
"9/62 - TUPANCIRETA",,,,,"TUPANCIRETA","RS"
"9/63 - VENANCIO AIRES",,,,,"VENANCIO AIRES","RS"
"9/64 - VERACRUZ",,,,,"VERA CRUZ","RS"
"9/65 - VITOR GRAEFF",,,,,"VICTOR GRAEFF","RS"
"9/66 - FOTALEZA DOS VALOS",,,,,"FORTALEZA DOS VALOS","RS"
"9/68 - SALTO DO JACUI",,,,,"SALTO DO JACUI","RS"
"9/69 - TEUTONIA",,,,,"TEUTONIA","RS"
"9/74 - NOVA ARACA",,,,,"NOVA ARACA","RS"
"9/75 - NOVA BASSANO",,,,,"NOVA BASSANO","RS"
"9/76 - NOVA PRATA",,,,,"NOVA PRATA","RS"
"9/77 - PARAI",,,,,"PARAI","RS"
"9/78 - VERANOPOLIS",,,,,"VERANOPOLIS","RS"
"9/79 - COTIPORA",,,,,"COTIPORA","RS"
"9/80 - BARRACAO",,,,,"BARRACAO","RS"
"9/81 - CACIQUE DOBLE",,,,,"CACIQUE DOBLE","RS"
"9/82 - IBIAIARAS",,,,,"IBIRAIARAS","RS"
"9/83 - LAGOA VERMELHA",,,,,"LAGOA VERMELHA","RS"
"9/84 - MACHADINHO",,,,,"MACHADINHO","RS"
"9/85 - SAO JOSE DO OURO",,,,,"SAO JOSE DO OURO","RS"
"9/86 - ANTONIO PRADO",,,,,"ANTONIO PRADO","RS"
"9/87 - BOM JESUS",,,,,"BOM JESUS","RS"
"9/88 - ESMERALDA",,,,,"ESMERALDA","RS"
"9/89 - VACARIA",,,,,"VACARIA","RS"
"9/90 - ALTO ALEGRE",,,,,"PEDRO OSORIO","RS"
"9/91 - ANDRE DA ROCHA",,,,,"ANDRE DA ROCHA","RS"
"9/92 - BOQUEIRAO DO LEAO",,,,,"BOQUEIRAO DO LEAO","RS"
"9/93 - CAMPOS BORGES",,,,,"CAMPOS BORGES","RS"
"9/94 - CASEIROS",,,,,"CASEIROS","RS"
"9/95 - DOIS LAJEADOS",,,,,"DOIS LAJEADOS","RS"
"9/96 - FAGUNDES VARELA",,,,,"FAGUNDES VARELA","RS"
"9/97 - GUABIJU",,,,,"GUABIJU","RS"
"9/98 - IBARAMA",,,,,"IBARAMA","RS"
"9/99 - IBIRAPUITA",,,,,"IBIRAPUITA","RS"
"9/100 - IMIGRANTES",,,,,"IMIGRANTE","RS"
"9/101 - IPE",,,,,"IPE","RS"
"9/102 - IVORA",,,,,"IVORA","RS"
"9/103 - LAGOAO",,,,,"LAGOAO","RS"
"9/104 - MONTAURI",,,,,"MONTAURI","RS"
"9/105 - NOVA ALVORADA",,,,,"NOVA ALVORADA","RS"
"9/106 - NOVA ROMA DO SUL",,,,,"NOVA ROMA DO SUL","RS"
"9/107 - PANERAMA",,,,,"PAVERAMA","RS"
"9/108 - POUSO NOVO",,,,,"POUSO NOVO","RS"
"9/109 - PROGRESSO",,,,,"PROGRESSO","RS"
"9/110 - PROTASIO ALVES",,,,,"PROTASIO ALVES","RS"
"9/111 - QUINZE DE NOVEMBRO",,,,,"QUINZE DE NOVEMBRO","RS"
"9/112 - RELVADO",,,,,"RELVADO","RS"
"9/113 - SALDANHA MARINHO",,,,,"SALDANHA MARINHO","RS"
"9/114 - SAO JORGE",,,,,"SAO JORGE","RS"
"9/115 - SAO JOSE DO HERVAL",,,,,"SAO JOSE DO HERVAL","RS"
"9/116 - SEGREDO",,,,,"SEGREDO","RS"
"9/117 - SILVEIRA MARTINS",,,,,"SILVEIRA MARTINS","RS"
"9/118 - TUNAS",,,,,"TUNAS","RS"
"9/119 - VILA FLORES",,,,,"VILA FLORES","RS"
"9/120 - VISTA ALEGRE DA PRATA",,,,,"VISTA ALEGRE DO PRATA","RS"
"9/121 - SAO JOAO DO PELESINI",,,,,"SAO JOAO DO POLESINE","RS"
"9/122 - SAO MARTINHO DA SERRA",,,,,"SAO MARTINHO DA SERRA","RS"
"9/123 - VILA NOVA DO SUL",,,,,"VILA NOVA DO SUL","RS"
"9/124 - GRAMADO XAVIER",,,,,"GRAMADO XAVIER","RS"
"9/125 - MATO LEITAO",,,,,"MATO LEITAO","RS"
"9/126 - SINIMBU",,,,,"SINIMBU","RS"
"9/127 - VALE DO SOL",,,,,"VALE DO SOL","RS"
"9/128 - CANDIOTA",,,,,"CANDIOTA","RS"
"9/129 - HULHA NEGRA",,,,,"HULHA NEGRA","RS"
"9/130 - PINHAL GRANDE",,,,,"PINHAL GRANDE","RS"
"9/131 - QUEVEDOS",,,,,"QUEVEDOS","RS"
"9/132 - COQUEIROS DO SUL",,,,,"COQUEIROS DO SUL","RS"
"9/133 - LAGOA DOS TRES CANTOS",,,,,"LAGOA DOS TRES CANTOS","RS"
"9/134 - SANTO ANTONIO DO PLANALTO",,,,,"SANTO ANTONIO DO PLANALTO","RS"
"9/135 - COLINAS",,,,,"COLINAS","RS"
"9/136 - SANTA CLARA DO SUL",,,,,"SANTA CLARA DO SUL","RS"
"9/137 - SERIO",,,,,"SERIO","RS"
"9/138 - UNIAO DA SERRA",,,,,"UNIAO DA SERRA","RS"
"9/139 - SAO VALENTIN DO SUL",,,,,"SAO VALENTIM DO SUL","RS"
"9/140 - CAPITAO",,,,,"CAPITAO","RS"
"9/141 - TRAVESSEIROS",,,,,"TRAVESSEIRO","RS"
"9/142 - ITAPUCA",,,,,"ITAPUCA","RS"
"9/143 - MORMACO",,,,,"MORMACO","RS"
"9/144 - SANTO EXPEDITO DO SUL",,,,,"SANTO EXPEDITO DO SUL","RS"
"9/145 - TUPANCI DO SUL",,,,,"TUPANCI DO SUL","RS"
"9/146 - CAMPESTRE DA SERRA",,,,,"CAMPESTRE DA SERRA","RS"
"9/147 - SAO JOSE DOS AUSENTES",,,,,"SAO JOSE DOS AUSENTES","RS"
"9/148 - ITAARA",,,,,"ITAARA","RS"
"9/149 - HERVEIRAS",,,,,"HERVEIRAS","RS"
"9/150 - PASSA SETE",,,,,"PASSA SETE","RS"
"9/151 - ESTRELA VELHA",,,,,"ESTRELA VELHA","RS"
"9/152 - DILERMANO DE AGUIAR",,,,,"DILERMANDO DE AGUIAR","RS"
"9/153 - TOROPI",,,,,"TOROPI","RS"
"9/154 - JARI",,,,,"JARI","RS"
"9/155 - MARQUES DE SOUZA",,,,,"MARQUES DE SOUZA","RS"
"9/156 - VILA NOVA",,,,,"FAZENDA VILANOVA","RS"
"9/157 - DOUTOR RICARDO",,,,,"DOUTOR RICARDO","RS"
"9/158 - VESPASIANO CORREIA",,,,,"VESPASIANO CORREA","RS"
"9/159 - MUITOS CAPOES",,,,,"MUITOS CAPOES","RS"
"9/160 - MONTE ALEGRE DOS CAMPOS",,,,,"MONTE ALEGRE DOS CAMPOS","RS"
"11/344 - BELO HORIZONTE (BARREIRO)","RUA CAETES, 342","CENTRO",,"32466508","BELO HORIZONTE","MG"
"11/345 - BELO HORIZONTE (VENDA NOVA)","RUA CAETES, 342","CENTRO",,"32466508","BELO HORIZONTE","MG"
"24/166 - TRIUNFO POTIGUAR","RUA ANTONIO BALBINO, 84","CENTRO","59685000","08433680103","TRIUNFO POTIGUAR","RN"
"24/167 - JUNDIA","RUA DA MATRIZ, S/N CEP: 59.188-000","CENTRO",,"(84) 98824-8631","JUNDIA","RN"
"27/141 - IMPERATRIZ","RUA RUI BARBOSA, 218 - CEP - 65900-440","CENTRO",,"99 981015835","IMPERATRIZ","MA"
